gvkey,year,patents_applied,patents_granted,private_subsidiary_patents,distinct_assignee_names,private_subsidiary_share,cik,link_method,link_score,link_conflict,candidate_count,ticker_hint,revenue,sales_marketing_expense,sga_expense,rd_expense,capex,employees,sales_marketing_to_revenue,sga_to_revenue,rd_to_revenue,capex_to_revenue,kw_sales_force,kw_customer_service,kw_brand,kw_advertising,kw_customer_data,customer_capital_keyword_total,sic,sic_description,state_of_incorporation,fiscal_year_end,entity_type,name_sec,ticker_sec,naics2_proxy
028819,2014,5,5,0,1,0.0,0000846913,exact_compact_name,0.985,False,1.0,,79017000.0,,35432000.0,1459000.0,,,,0.4484098358581065,0.018464381082551856,,2.0,0.0,0.0,0.0,0.0,2.0,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,DE,1231,operating,"FUEL TECH, INC.",FTEK,31-33
028819,2015,2,2,0,1,0.0,0000846913,exact_compact_name,0.985,False,1.0,,18683000.0,,31116000.0,4273000.0,,,,1.6654712840550232,0.22871059251726167,,2.0,0.0,0.0,0.0,0.0,2.0,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,DE,1231,operating,"FUEL TECH, INC.",FTEK,31-33
028819,2016,2,2,0,1,0.0,0000846913,exact_compact_name,0.985,False,1.0,,17822000.0,,25564000.0,4552000.0,,,,1.434406912804399,0.2554146560430928,,2.0,0.0,0.0,0.0,0.0,2.0,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,DE,1231,operating,"FUEL TECH, INC.",FTEK,31-33
028828,1997,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028845,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028848,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028848,1998,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028848,1999,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,1997,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,1998,8,8,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,1999,5,5,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2000,19,19,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2001,6,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2002,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2003,10,10,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2004,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2005,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2010,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2013,100,100,100,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2014,127,127,127,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2015,121,121,121,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2016,146,146,146,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2017,102,102,102,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028853,2018,71,71,71,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028863,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028863,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028863,2002,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2005,4,4,4,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2006,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2007,3,3,2,2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2008,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2009,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2010,6,6,5,2,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2012,5,5,1,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2013,21,21,1,2,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2014,25,25,1,2,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2015,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2016,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2017,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2018,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028877,2019,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028881,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,1997,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,1998,15,15,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,1999,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2000,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2001,12,12,1,2,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2002,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2003,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2004,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2005,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2006,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028884,2007,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028897,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028907,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028907,1999,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028916,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028916,2012,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028916,2014,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028917,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028917,1998,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028917,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028917,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028917,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2011,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2012,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2013,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2014,2,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2015,2,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2016,3,3,3,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2017,4,4,4,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028924,2018,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028930,2004,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028930,2016,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028933,1997,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028933,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028933,1999,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028933,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028933,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028936,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028937,1999,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028937,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028937,2001,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028937,2002,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028937,2003,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,1997,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,1998,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,1999,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2000,19,19,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2001,14,14,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2002,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2003,11,11,4,2,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2004,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2005,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2006,6,6,1,2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2007,6,6,1,2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2008,5,5,1,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2009,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2010,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2011,11,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2012,18,18,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2013,13,13,1,2,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2014,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2015,9,9,2,2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028938,2016,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2001,3,3,2,2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2002,5,5,2,2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2003,3,3,1,2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2004,2,2,1,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2005,8,8,4,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2006,10,10,1,2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2007,11,11,6,4,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2008,12,12,8,3,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2009,28,28,16,3,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2010,17,17,6,4,0.35294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2011,22,22,7,6,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2012,36,36,33,5,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2013,37,37,34,5,0.918918918918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2014,29,29,26,5,0.896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2015,33,33,31,8,0.9393939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2016,46,46,43,6,0.9347826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2017,63,63,60,8,0.9523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2018,64,64,63,7,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028940,2019,30,30,29,5,0.9666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028942,1997,4,4,1,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028942,2003,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028947,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028947,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028947,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028947,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028947,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028981,1997,16,16,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028981,1998,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028981,1999,19,19,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028983,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028983,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,1999,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2002,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2003,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2004,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2006,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028984,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,1997,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,1998,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,1999,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,2000,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028987,2002,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028989,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028989,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028989,2001,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028989,2002,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028989,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,1998,2,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,1999,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,2005,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028998,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,1998,3,3,3,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,1999,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2000,3,3,1,2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2001,11,11,11,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2002,3,3,2,3,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2003,5,5,5,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2004,3,3,3,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2005,3,3,3,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2007,2,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2008,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2009,2,2,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2010,10,10,10,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2011,11,11,11,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2012,13,13,13,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2013,18,18,18,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029001,2014,6,6,6,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029004,2013,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029004,2014,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029004,2015,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029004,2016,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029004,2017,11,11,0,1,0.0,0001681622,exact_compact_name,0.985,False,2.0,,698100000.0,,102500000.0,67300000.0,20200000.0,,,0.1468271021343647,0.09640452657212434,0.028935682566967484,0.0,1.0,1.0,8.0,0.0,10.0,3679,"Electronic Components, NEC",DE,1002,operating,Varex Imaging Corp,VREX,31-33
029004,2018,13,13,0,1,0.0,0001681622,exact_compact_name,0.985,False,2.0,,773400000.0,,126400000.0,83000000.0,20400000.0,,,0.1634341867080424,0.10731833462632531,0.026377036462373934,0.0,1.0,1.0,8.0,0.0,10.0,3679,"Electronic Components, NEC",DE,1002,operating,Varex Imaging Corp,VREX,31-33
029004,2019,1,1,0,1,0.0,0001681622,exact_compact_name,0.985,False,2.0,,780600000.0,,128100000.0,78100000.0,19800000.0,,,0.16410453497309763,0.10005124263387138,0.02536510376633359,0.0,1.0,1.0,8.0,0.0,10.0,3679,"Electronic Components, NEC",DE,1002,operating,Varex Imaging Corp,VREX,31-33
029008,1997,16,16,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,1998,16,16,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,1999,21,21,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2000,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2001,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2002,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2003,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2004,15,15,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029008,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029011,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029011,2007,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029012,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029012,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029013,2017,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2004,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2005,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2006,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2007,41,41,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2008,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2009,31,31,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2010,14,14,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,253850000.0,,22489000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2011,17,17,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,394157000.0,14160000.0,55538000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2012,7,7,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,445206000.0,15617000.0,61575000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2013,15,15,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,528586000.0,19257000.0,79829000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2014,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029015,2015,22,22,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,653689000.0,20872000.0,91147000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2016,9,9,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,684541000.0,22176000.0,65356000.0,,,,,,,,,,,,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2017,5,5,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,837154000.0,21256000.0,44499000.0,,,,,,3.0,3.0,386.0,45.0,1.0,437.0,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2018,4,4,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,,,709058000.0,22372000.0,34813000.0,,,,,,5.0,3.0,350.0,34.0,0.0,392.0,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029015,2019,2,2,0,1,0.0,0000910521,exact_compact_name,0.985,False,3.0,,394130000.0,,712930000.0,23187000.0,29086000.0,,,1.8088701697409484,0.05883084261538071,0.07379798543627737,6.0,2.0,381.0,31.0,0.0,420.0,3021,Rubber & Plastics Footwear,DE,0331,operating,DECKERS OUTDOOR CORP,DECK,31-33
029017,2004,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029018,2016,2,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029018,2017,6,6,6,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029018,2018,8,8,8,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029018,2019,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029028,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,1998,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,1999,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2000,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2001,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2002,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2004,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029032,2013,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029033,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029040,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029040,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029040,1999,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029040,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029040,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
